DEPTH,DENSITY,DENPOR,GAMMA,NEUTRON,INDEX
m,g/m3,%,API,API,Rock types
1933,2.91,1.98,14.06,684.88,Basalt
1933.5,2.93,0.95,14.71,704.81,Basalt
1938,2.92,1.57,12.03,674.53,Basalt
1938.5,2.89,3.07,11.47,680.8,Basalt
1939,2.87,4.22,10.93,688.72,Basalt
1939.5,2.84,5.56,10.48,695.5,Basalt
1940,2.82,6.64,10.58,701.87,Basalt
1940.5,2.81,6.96,11.48,710.98,Basalt
1941,2.83,5.91,12.79,726.11,Basalt
1941.5,2.87,4.37,13.46,746.31,Basalt
1942,2.88,3.56,13.08,766.5,Basalt
1942.5,2.87,4.1,12.43,776.53,Basalt
1943,2.84,5.43,12.15,772.63,Basalt
1943.5,2.82,6.88,12.62,765.66,Basalt
1944,2.79,8.09,13.11,768.37,Basalt
1944.5,2.78,8.73,13.37,782.7,Basalt
1945,2.79,8.36,13.23,795.15,Basalt
1945.5,2.81,7.26,13.03,797.13,Basalt
1946,2.83,6.4,12.96,792.93,Basalt
1946.5,2.83,6.37,12.95,793.08,Basalt
1947,2.82,6.94,13.01,799.83,Basalt
1947.5,2.8,7.51,12.98,806.41,Basalt
1948,2.79,8.06,12.85,804.73,Basalt
1948.5,2.78,8.68,12.45,790.93,Basalt
1949,2.77,9.04,12.23,771.94,Basalt
1949.5,2.78,8.93,12.46,757.44,Basalt
1950,2.79,8.08,12.86,754.06,Basalt
1950.5,2.82,6.67,12.96,757.96,Basalt
1951,2.85,5.35,12.76,760.79,Basalt
1951.5,2.86,4.63,12.76,760.08,Basalt
1952,2.86,4.66,13.21,755.96,Basalt
1952.5,2.86,4.77,13.93,751.29,Basalt
1953,2.86,4.72,14.61,746.63,Basalt
1953.5,2.86,4.76,14.7,744.4,Basalt
1954,2.86,4.62,14.11,745.04,Basalt
1954.5,2.87,4.28,13.27,747.49,Basalt
1955,2.89,3.08,12.66,749.11,Basalt
1955.5,2.92,1.56,12.32,751.32,Basalt
1956,2.95,0.12,11.68,758.19,Basalt
1958,2.95,0.04,10.92,783.84,Basalt
1958.5,2.94,0.5,10.63,769.79,Basalt
1959,2.92,1.57,9.97,757.37,Basalt
1959.5,2.91,2.21,9.38,754.56,Basalt
1960,2.91,1.9,9.41,761.33,Basalt
1960.5,2.93,0.98,9.69,773.56,Basalt
1961,2.94,0.72,9.97,785.31,Basalt
1961.5,2.92,1.59,10.16,793.01,Basalt
1962,2.9,2.68,10.35,796.23,Basalt
1962.5,2.9,2.83,10.55,799.34,Basalt
1963,2.92,1.54,10.55,808.75,Basalt
1984.5,2.94,0.3,8.39,805.95,Basalt
1985,2.93,1.13,8.41,810.22,Basalt
1985.5,2.92,1.56,8.52,810.8,Basalt
1986,2.92,1.76,8.59,806.41,Basalt
1986.5,2.91,2.2,8.63,802.7,Basalt
1987,2.89,3.24,9.2,803.35,Basalt
1987.5,2.86,4.69,10.13,805.66,Basalt
1988,2.83,6.17,11.11,804.02,Basalt
1988.5,2.81,7.18,11.66,797.07,Basalt
1989,2.79,8.13,12,787.33,Basalt
1989.5,2.76,9.45,12.44,778.86,Basalt
1990,2.71,12.13,13.01,772.39,Basalt
1990.5,2.61,17.4,13.31,768.65,Basalt
1991,2.44,25.95,12.96,766.4,Basalt
1991.5,2.25,36.12,12.19,764.49,Basalt
1992,2.07,45.29,11.48,761.96,Basalt
1992.5,1.91,53.27,11.12,758.93,Basalt
1993,1.77,60.89,10.98,757.57,Basalt
1993.5,1.63,67.95,10.9,757.77,Basalt
1994,1.52,73.51,10.67,757.42,Basalt
1994.5,1.44,77.53,10.17,753.71,Basalt
1995,1.38,80.51,9.87,745.68,Basalt
1995.5,1.34,82.5,10.52,732,Basalt
1996,1.34,82.67,13.66,704.16,Basalt
1996.5,1.38,80.35,21.15,650.02,Basalt
1997,1.47,75.77,34.32,566.08,Basalt
1997.5,1.58,70.16,51.13,469.58,Basalt
1998,1.68,65.34,66.59,386.69,Basalt
1998.5,1.73,62.5,74.6,330.39,Basalt
1999,1.75,61.57,73.25,293.76,Claystone
1999.5,1.74,62.18,65.03,266.5,Claystone
2000,1.69,64.36,56.07,247.65,Claystone
2000.5,1.64,67.38,49.79,238.26,Siltstone
2001,1.6,69.39,46.29,233.98,Siltstone
2001.5,1.6,69.01,44.39,229.37,Siltstone
2002,1.65,66.39,45.83,227.48,Siltstone
2002.5,1.72,63,52.35,234.98,Siltstone
2003,1.78,60.09,62.48,252.87,Siltstone
2003.5,1.82,57.8,72.07,274.2,Siltstone
2004,1.86,55.74,78.3,290.84,Siltstone
2004.5,1.89,54.25,81.12,301.94,Siltstone
2005,1.91,53.45,81.19,308.15,Siltstone
2005.5,1.92,52.75,78.67,308.94,Siltstone
2006,1.94,51.92,74.6,301.41,Siltstone
2006.5,1.95,51.28,71.54,288.36,Siltstone
2007,1.95,51.14,71.95,278.2,Siltstone
2007.5,1.95,51.3,74.98,276.17,Siltstone
2008,1.94,51.87,77.83,280.51,Siltstone
2008.5,1.9,53.81,78.48,285.66,Siltstone
2009,1.83,57.32,77.96,289.22,Siltstone
2009.5,1.76,60.94,77.62,293.76,Siltstone
2010,1.72,63.05,78.04,299.75,Siltstone
2010.5,1.71,63.48,78.81,308.2,Siltstone
2011,1.72,63.21,80.18,316.62,Siltstone
2011.5,1.72,63.07,82.79,325.14,Siltstone
2012,1.72,62.92,86.36,332.9,Siltstone
2012.5,1.74,62.16,89.2,340.76,Siltstone
2013,1.76,60.82,90.15,349.31,Siltstone
2013.5,1.79,59.69,89.25,355.09,Siltstone
2014,1.79,59.75,88.06,354.53,Siltstone
2014.5,1.76,60.88,86.9,344.36,Siltstone
2015,1.74,62.09,85.78,327.31,Siltstone
2015.5,1.73,62.51,84.4,309.48,Siltstone
2016,1.74,61.93,82.89,297.58,Siltstone
2016.5,1.77,60.72,81.87,293.63,Siltstone
2017,1.8,59.2,81.63,292.85,Siltstone
2017.5,1.83,57.57,82.09,290.14,Siltstone
2018,1.86,55.81,82.35,285.02,Siltstone
2018.5,1.9,53.83,82.17,281.55,Siltstone
2019,1.93,51.96,82.06,281.37,Siltstone
2019.5,1.97,50.48,82.9,283.95,Siltstone
2020,1.98,49.91,85.65,288.6,Siltstone
2020.5,1.97,49.98,89.83,295.27,Siltstone
2021,1.98,49.59,93.46,301.89,Siltstone
2021.5,2.02,47.45,93.71,305.16,Siltstone
2022,2.11,43.08,89.89,304.28,Siltstone
2022.5,2.23,37.1,84.56,301.23,Siltstone
2023,2.35,30.9,79.95,297.83,Siltstone
2023.5,2.44,26.01,78.11,295.07,Siltstone
2024,2.5,22.81,78.9,293.84,Siltstone
2024.5,2.56,20.17,81.3,297.06,Siltstone
2025,2.62,17.21,82.7,304.95,Siltstone
2025.5,2.67,14.27,81.55,314.47,Siltstone
2026,2.72,12.18,78.6,319.8,Siltstone
2026.5,2.74,11.11,74.58,319.35,Siltstone
2027,2.75,10.4,68.43,319.16,Siltstone
2027.5,2.76,9.56,57.91,328.17,Siltstone
2028,2.78,8.59,44.16,350.19,Siltstone
2028.5,2.8,7.83,30.49,378.07,Siltstone
2029,2.8,7.66,20.92,403.68,Siltstone
2029.5,2.79,8.27,15.72,426.82,Basalt
2030,2.78,8.7,13.3,455.34,Basalt
2030.5,2.8,7.73,12.19,495.75,Basalt
2031,2.85,5.27,11.71,544,Basalt
2031.5,2.89,2.88,11.62,588.91,Basalt
2032,2.91,2.07,11.4,619,Basalt
2032.5,2.9,2.56,11.09,633.62,Basalt
2033,2.88,3.5,11,643.21,Basalt
2033.5,2.86,4.9,11.12,659.6,Basalt
2034,2.8,7.54,11.03,682.52,Basalt
2034.5,2.73,11.41,10.6,698.07,Basalt
2035,2.63,16.32,10.09,692.33,Basalt
2035.5,2.53,21.68,9.74,667.86,Basalt
2036,2.44,26.25,9.91,647.11,Basalt
2036.5,2.39,28.95,10.31,651.58,Basalt
2037,2.38,29.43,10.7,681.06,Basalt
2037.5,2.4,28.28,10.59,711.72,Basalt
2038,2.43,26.54,10.04,719.98,Basalt
2038.5,2.46,25.3,9.41,703.14,Basalt
2039,2.45,25.6,8.94,674.09,Basalt
2039.5,2.42,26.91,8.91,646.26,Basalt
2040,2.4,27.98,9.62,617.51,Basalt
2040.5,2.41,27.48,10.97,578.23,Basalt
2041,2.46,25.19,12.38,524.15,Basalt
2041.5,2.52,21.85,13.16,465.77,Basalt
2042,2.59,18.31,13.36,422,Basalt
2042.5,2.64,15.74,13.38,403.58,Basalt
2043,2.66,14.84,13.31,407.25,Basalt
2043.5,2.64,15.93,12.88,419.36,Basalt
2044,2.59,18.5,11.88,427.37,Basalt
2044.5,2.53,21.27,10.87,427.38,Basalt
2045,2.49,23.33,10.42,423.6,Basalt
2045.5,2.48,24.19,10.69,424.67,Basalt
2046,2.48,24.28,11.23,439.16,Basalt
2046.5,2.48,24.24,11.88,469.85,Basalt
2047,2.48,23.96,12.56,513.02,Basalt
2047.5,2.51,22.81,13.06,558.33,Basalt
2048,2.55,20.37,13.03,590.9,Basalt
2048.5,2.61,17.17,12.5,597.77,Basalt
2049,2.67,14.29,11.84,574.66,Basalt
2049.5,2.71,12.4,11.35,533.34,Basalt
2050,2.72,11.52,11.19,491.29,Basalt
2050.5,2.74,10.65,11.36,459.98,Basalt
2051,2.77,9.56,11.89,442.22,Basalt
2051.5,2.79,8.23,12.66,437.11,Basalt
2052,2.81,7.3,13.84,443.41,Basalt
2052.5,2.82,6.63,14.8,458.04,Basalt
2053,2.83,6.08,15.67,474.96,Basalt
2053.5,2.84,5.58,15.79,492.66,Basalt
2054,2.85,5.14,15.64,512.88,Basalt
2054.5,2.86,4.66,15.09,537.8,Basalt
2055,2.87,4.06,14.42,560.84,Basalt
2055.5,2.88,3.55,13.9,573.47,Basalt
2056,2.89,3.04,13.36,575.79,Basalt
2056.5,2.91,2.33,12.78,576.46,Basalt
2057,2.92,1.52,11.85,583.82,Basalt
2057.5,2.93,1.05,11.07,595.81,Basalt
2058,2.93,1.2,11.02,604.58,Basalt
2058.5,2.91,2.16,11.71,603.65,Basalt
2059,2.86,4.64,12.43,594.97,Basalt
2059.5,2.78,8.49,12.56,588.47,Basalt
2060,2.72,11.85,12.31,595.77,Basalt
2060.5,2.7,12.69,12.59,622.29,Basalt
2061,2.74,11.03,13.72,665.17,Basalt
2061.5,2.79,8.31,15.21,717.16,Basalt
2062,2.83,5.95,16.02,771.64,Basalt
2062.5,2.88,3.53,15.79,830.21,Basalt
2063,2.94,0.51,15.02,892.19,Basalt
2066,2.89,2.9,16.81,636.62,Basalt
2066.5,2.78,8.92,15.53,599.77,Basalt
2067,2.67,14.35,14.75,623.31,Basalt
2067.5,2.61,17.44,14.23,676.72,Basalt
2068,2.59,18.57,13.88,737.88,Basalt
2068.5,2.58,18.9,13.65,802.5,Basalt
2069,2.57,19.52,13.83,861.24,Basalt
2069.5,2.56,20.04,14.27,901.07,Basalt
2070,2.57,19.65,14.54,913.31,Basalt
2070.5,2.61,17.7,14.43,891.72,Basalt
2071,2.66,14.99,14.09,834.93,Basalt
2071.5,2.7,12.58,14,747.82,Basalt
2072,2.73,10.95,14.79,648.08,Basalt
2072.5,2.76,9.45,16.69,555.97,Basalt
2073,2.8,7.88,18.54,488.61,Basalt
2073.5,2.82,6.88,18.6,454.51,Basalt
2074,2.82,6.8,16.52,448.03,Basalt
2074.5,2.8,7.61,13.82,453.75,Basalt
2075,2.77,8.99,12.34,460.95,Basalt
2075.5,2.74,10.73,12.13,470.53,Basalt
2076,2.72,11.92,12.48,489.92,Basalt
2076.5,2.72,11.91,12.49,519.34,Basalt
2077,2.74,10.71,12.31,554.15,Basalt
2077.5,2.78,8.89,12.02,589.62,Basalt
2078,2.81,7.11,11.99,623.74,Basalt
2078.5,2.84,5.67,12.29,655.2,Basalt
2079,2.86,4.78,13.4,683.23,Basalt
2079.5,2.86,4.71,15.31,702.22,Basalt
2080,2.84,5.48,17.4,699.58,Basalt
2080.5,2.82,6.5,18.46,665.1,Basalt
2081,2.82,6.85,18.33,613.65,Basalt
2081.5,2.83,6.11,17.59,581.58,Basalt
2082,2.87,4.4,16.96,599.86,Basalt
2082.5,2.9,2.67,16.37,664.02,Basalt
2083,2.91,2.21,15.63,741.03,Basalt
2083.5,2.89,3.3,14.81,795.92,Basalt
2084,2.86,4.54,14.04,818.54,Basalt
2084.5,2.86,4.46,13.74,819.81,Basalt
2085,2.88,3.57,13.9,811.38,Basalt
2085.5,2.86,4.35,14.44,796.19,Basalt
2086,2.79,8.24,15.06,775.1,Basalt
2086.5,2.67,14.52,15.32,761.26,Basalt
2087,2.55,20.49,15.22,769.55,Basalt
2087.5,2.48,24.31,14.65,800.61,Basalt
2088,2.46,25.22,14.09,837.05,Basalt
2088.5,2.49,23.38,13.61,856.99,Basalt
2089,2.56,19.75,13.12,854.49,Basalt
2089.5,2.64,15.77,12.58,834.96,Basalt
2090,2.69,13.09,12.12,806.92,Basalt
2090.5,2.71,12.4,12.11,771.4,Basalt
2091,2.69,13.14,12.63,728.46,Basalt
2091.5,2.68,13.89,13.41,681.89,Basalt
2092,2.68,14.11,14.24,636.5,Basalt
2092.5,2.68,13.94,15.26,593.48,Basalt
2093,2.68,13.69,16.42,552.52,Basalt
2093.5,2.7,12.98,17.09,519.85,Basalt
2094,2.73,11.15,16.41,509.2,Basalt
2094.5,2.78,8.44,14.94,528.95,Basalt
2095,2.83,6.13,13.86,570.41,Basalt
2095.5,2.83,5.97,13.98,607.91,Basalt
2096,2.79,8.08,15.07,616.17,Basalt
2096.5,2.74,10.97,16.31,589.02,Basalt
2097,2.68,13.64,17.05,543.44,Basalt
2097.5,2.63,16.22,16.5,504.8,Basalt
2098,2.57,19.21,14.77,487.07,Basalt
2098.5,2.51,22.3,12.7,489.44,Basalt
2099,2.46,25.24,11.39,508.03,Basalt
2099.5,2.4,28.06,11.36,548.44,Basalt
2100,2.35,30.65,12.14,615.57,Basalt
2100.5,2.33,31.89,13.28,692.86,Basalt
2101,2.35,30.73,14.16,740.94,Basalt
2101.5,2.42,27,14.44,728.29,Basalt
2102,2.52,22.02,14.02,661.58,Basalt
2102.5,2.61,17.54,13.66,576.77,Basalt
2103,2.67,14.61,14.3,506.9,Basalt
2103.5,2.7,12.68,15.59,461.96,Basalt
2104,2.73,11.45,16.51,437.27,Basalt
2104.5,2.73,11.14,16.85,424.5,Basalt
2105,2.73,11.45,18.06,415.17,Basalt
2105.5,2.72,11.86,21.03,404.35,Basalt
2106,2.72,11.99,24.29,394.65,Basalt
2106.5,2.7,12.68,25.71,395.37,Claystone
2107,2.67,14.52,23.91,409.24,Basalt
2107.5,2.62,17.07,20.37,428.12,Basalt
2108,2.58,18.74,16.62,440.91,Basalt
2108.5,2.6,18.18,14.46,445.81,Basalt
2109,2.65,15.17,13.83,450.48,Basalt
2109.5,2.74,10.7,14.09,464.25,Basalt
2110,2.81,7,14.15,488.45,Basalt
2110.5,2.83,6.09,13.78,515.28,Basalt
2111,2.79,8.24,13.01,535,Basalt
2111.5,2.72,11.94,11.83,541.11,Basalt
2112,2.64,15.75,10.72,533.68,Basalt
2112.5,2.59,18.62,10.77,514.53,Basalt
2113,2.56,20.17,12.48,490.87,Basalt
2113.5,2.55,20.41,14.7,472.61,Basalt
2114,2.56,19.94,15.86,470.92,Basalt
2114.5,2.58,19.15,15.52,493.67,Basalt
2115,2.6,18.02,14.43,542.58,Basalt
2115.5,2.63,16.63,13.71,603.43,Basalt
2116,2.65,15.21,13.44,644.69,Basalt
2116.5,2.67,14.12,13.49,638.89,Basalt
2117,2.69,13.21,13.61,588.21,Basalt
2117.5,2.72,11.97,13.96,523.8,Basalt
2118,2.75,10.06,14.84,474.09,Basalt
2118.5,2.8,7.4,15.63,447.23,Basalt
2119,2.85,4.98,16.16,438.67,Basalt
2119.5,2.87,3.84,16.01,443.84,Basalt
2120,2.85,4.78,15.66,458.54,Basalt
2120.5,2.82,6.6,15.32,476.38,Basalt
2121,2.8,7.75,14.96,492.1,Basalt
2121.5,2.81,7.32,14.54,506.89,Basalt
2122,2.83,6.01,14.08,523.93,Basalt
2122.5,2.85,5.18,14.05,547.15,Basalt
2123,2.84,5.87,14.58,578.28,Basalt
2123.5,2.8,7.67,15.28,615.51,Basalt
2124,2.77,9.4,15.69,652.88,Basalt
2124.5,2.75,10.36,15.54,680.95,Basalt
2125,2.74,10.73,14.96,694.85,Basalt
2125.5,2.74,10.83,13.87,695.77,Basalt
2126,2.74,10.67,12.5,689.57,Basalt
2126.5,2.75,10.18,11.27,681.69,Basalt
2127,2.77,9.49,10.96,673.21,Basalt
2127.5,2.78,8.8,11.34,662.86,Basalt
2128,2.79,8.17,12.05,649.72,Basalt
2128.5,2.81,7.3,12.58,638.48,Basalt
2129,2.83,5.91,13.17,634.66,Basalt
2129.5,2.87,3.92,13.69,639.99,Basalt
2130,2.91,1.98,13.78,648.37,Basalt
2130.5,2.93,0.77,13.44,655.01,Basalt
2131,2.94,0.58,12.99,660.5,Basalt
2131.5,2.93,0.94,12.87,668.3,Basalt
2132,2.92,1.49,12.96,678.61,Basalt
2132.5,2.92,1.76,12.87,687.87,Basalt
2133,2.92,1.38,12.77,695.82,Basalt
2133.5,2.94,0.31,13.13,705.36,Basalt
2138,2.94,0.32,13.44,897.13,Basalt
2138.5,2.93,1.19,12.63,828.79,Basalt
2139,2.91,2.28,12.36,778.89,Basalt
2139.5,2.86,4.49,12.41,756.59,Basalt
2140,2.8,7.7,12.7,758.08,Basalt
2140.5,2.73,11.61,12.69,771.75,Basalt
2141,2.65,15.57,12.28,785.32,Basalt
2141.5,2.58,18.88,11.23,792.14,Basalt
2142,2.54,20.96,10.25,792.48,Basalt
2142.5,2.53,21.82,9.77,789.36,Basalt
2143,2.52,22.24,9.83,783.26,Basalt
2145,2.57,19.68,11.64,670.46,Basalt
2145.5,2.6,18.09,13.06,623.25,Basalt
2146,2.6,17.87,14.59,570.24,Basalt
2146.5,2.59,18.52,15.59,518.35,Basalt
2147,2.58,19.06,15.24,477.44,Basalt
2147.5,2.57,19.39,13.63,454.44,Basalt
2148,2.57,19.62,11.97,447.3,Basalt
2148.5,2.57,19.69,11.47,447.06,Basalt
2149,2.58,18.93,12.11,445.09,Basalt
2149.5,2.61,17.6,12.85,440.12,Basalt
2150,2.63,16.2,13.34,436.66,Basalt
2150.5,2.65,15.34,13.75,437.96,Claystone
2151,2.67,14.52,14.27,442.86,Basalt
2151.5,2.69,13.09,14.44,448.31,Basalt
2152,2.73,11.13,13.79,453.36,Basalt
2152.5,2.76,9.76,12.95,454.75,Basalt
2153,2.75,10.41,13.2,447.53,Basalt
2153.5,2.7,12.92,14.91,431.24,Basalt
2154,2.64,15.72,16.96,414.84,Basalt
2154.5,2.61,17.52,17.95,409.42,Basalt
2155,2.59,18.65,17.96,415.93,Basalt
2155.5,2.56,20.19,17.83,425.81,Basalt
2156,2.52,22.23,17.73,431.83,Basalt
2156.5,2.49,23.66,17.22,434.51,Basalt
2157,2.48,24,16.06,439.21,Basalt
2157.5,2.48,24.25,14.65,448.88,Basalt
2158,2.44,26.38,13.78,459.23,Basalt
2158.5,2.35,30.87,14.4,460.65,Basalt
2159,2.26,35.47,16.79,448.59,Basalt
2159.5,2.22,37.44,19.78,431.29,Basalt
2160,2.25,35.92,21.36,421.51,Basalt
2160.5,2.33,32.06,21.26,422.21,Basalt
2161,2.4,28.52,20.35,425.1,Basalt
2161.5,2.42,27.37,19.52,425.84,Basalt
2162,2.4,28.07,18.27,427.86,Basalt
2162.5,2.39,28.83,16.71,433.56,Basalt
2163,2.39,28.87,15.92,433.91,Basalt
2163.5,2.4,28.23,16.75,420.83,Basalt
2164,2.42,27.39,19.24,397.42,Basalt
2164.5,2.42,27.2,22.33,377.03,Basalt
2165,2.4,28,24.16,370.39,Basalt
2165.5,2.38,29.18,23.41,377.4,Basalt
2166,2.37,29.93,20.41,389.19,Basalt
2166.5,2.37,29.72,18.02,393.92,Basalt
2167,2.39,28.38,17.6,388.91,Basalt
2167.5,2.44,26.12,18.33,381.31,Basalt
2168.5,2.52,21.85,17.57,380.45,Basalt
2169,2.53,21.36,16.6,381.6,Basalt
2169.5,2.51,22.57,16.06,381.03,Basalt
2170,2.46,25.13,16.06,379.86,Basalt
2170.5,2.42,27.56,16.57,376.87,Basalt
2171,2.4,28.54,17.13,370.74,Basalt
2171.5,2.4,28.17,17.63,363.77,Basalt
2172,2.41,27.96,18.07,361.66,Basalt
2172.5,2.38,29.61,18.45,369.2,Basalt
2173,2.31,32.91,18.25,387.26,Basalt
2173.5,2.25,35.74,16.82,411.08,Basalt
2174,2.24,36.28,14.86,431.08,Basalt
2174.5,2.28,34.58,13.55,439.13,Basalt
2175,2.33,31.83,13.88,432.9,Basalt
2175.5,2.38,29.17,15.54,416.11,Basalt
2176,2.44,26.43,17.52,395.54,Basalt
2176.5,2.51,22.56,18.74,376.98,Basalt
2177,2.61,17.23,18.52,366.29,Basalt
2177.5,2.72,11.7,16.99,362.28,Basalt
2179,2.87,3.97,14.9,336.99,Basalt
2179.5,2.9,2.37,16.25,328.03,Basalt
2180,2.93,0.81,17.33,327.92,Basalt
2184.5,2.91,2.03,9.44,710.88,Basalt
2185,2.81,7.17,8.69,749.8,Basalt
2185.5,2.71,12.41,8.48,785.46,Basalt
2186,2.6,17.84,8.96,815.67,Basalt
2186.5,2.5,23.15,9.76,840.41,Basalt
2187,2.42,27.54,10.52,863.19,Basalt
2187.5,2.35,30.65,11.24,886.62,Basalt
2188,2.33,32.04,11.8,908.1,Basalt
2188.5,2.33,31.72,12.18,920.18,Basalt
2189,2.36,29.93,11.91,914.42,Basalt
2189.5,2.41,27.66,11.26,884.43,Basalt
2190,2.43,26.55,10.84,827.91,Basalt
2190.5,2.41,27.8,11.37,750.65,Basalt
2191,2.34,31.02,13.06,661.85,Basalt
2191.5,2.29,34.02,15.16,571.39,Basalt
2192,2.27,35,16.9,489.66,Basalt
2192.5,2.29,33.59,17.49,425.96,Basalt
2193,2.35,30.63,17,386.25,Basalt
2193.5,2.41,27.46,15.61,368.02,Basalt
2194,2.46,25.01,13.77,365.29,Basalt
2194.5,2.5,23.27,12,373.65,Basalt
2195,2.52,22.14,10.95,388.33,Basalt
2195.5,2.53,21.81,10.88,402.06,Basalt
2196,2.51,22.46,11.52,404.03,Basalt
2196.5,2.48,24.2,12.41,390.94,Basalt
2197,2.43,26.87,13.37,371.44,Basalt
2197.5,2.36,30.45,14.21,360.98,Basalt
2198,2.29,33.94,14.67,368.18,Basalt
2198.5,2.24,36.33,14.41,386.99,Basalt
2199,2.23,36.87,13.82,406.43,Basalt
2199.5,2.25,35.79,13.37,418.53,Basalt
2200,2.3,33.56,13.57,424.88,Basalt
2200.5,2.36,30.47,13.93,430.42,Basalt
2201,2.44,26.4,13.82,436.55,Basalt
2201.5,2.53,21.62,12.76,439.95,Basalt
2202,2.59,18.28,11.67,433.48,Basalt
2202.5,2.58,18.82,11.49,414.79,Basalt
2203,2.5,23.15,12.66,388.88,Basalt
2203.5,2.4,27.91,14.34,365.97,Basalt
2204,2.34,31.28,15.93,353.23,Basalt
2204.5,2.3,33.26,16.98,349.55,Basalt
2205,2.28,34.43,17.42,351.51,Basalt
2205.5,2.27,34.87,17.11,360.93,Basalt
2206,2.27,34.65,16.54,383.23,Claystone
2206.5,2.28,34.1,15.85,419.48,Basalt
2207,2.29,33.68,15.26,460.28,Basalt
2207.5,2.29,33.72,14.64,486.05,Basalt
2208,2.28,34.41,14.42,480.39,Basalt
2208.5,2.26,35.41,14.77,443.41,Basalt
2209,2.25,35.81,15.55,394.79,Basalt
2209.5,2.27,34.94,16.25,355.99,Basalt
2210,2.31,32.98,16.51,335.23,Basalt
2210.5,2.34,31.34,16.15,329.18,Basalt
2211,2.35,31.02,15.49,332.69,Basalt
2211.5,2.33,31.84,15.01,341.35,Basalt
2212,2.32,32.26,15.23,351.15,Basalt
2212.5,2.34,31.22,16,356.38,Basalt
2213,2.39,28.71,16.85,354.97,Basalt
2213.5,2.45,25.69,17.17,348.38,Basalt
2214,2.48,23.9,17.2,340.38,Basalt
2214.5,2.48,24.16,17.08,336.86,Basalt
2215,2.46,25.38,17.08,341.78,Basalt
2215.5,2.44,26.09,16.91,355.17,Basalt
2216,2.44,25.93,16.59,370.06,Basalt
2216.5,2.45,25.78,16.42,378,Basalt
2217,2.44,26.08,16.52,378.69,Basalt
2217.5,2.43,26.78,16.58,377.51,Basalt
2218,2.41,27.58,16.29,381.04,Basalt
2218.5,2.4,28.31,15.66,388.63,Basalt
2219,2.39,28.73,14.96,396.91,Basalt
2219.5,2.39,28.49,14.31,402.64,Basalt
2220,2.41,27.96,13.96,405.63,Basalt
2220.5,2.4,27.96,14.15,408.15,Basalt
2221,2.39,28.87,14.89,412.07,Basalt
2221.5,2.37,29.63,15.83,418.69,Basalt
2222,2.39,28.9,16.56,426.31,Basalt
2222.5,2.44,26.4,16.84,431.21,Basalt
2223,2.5,23.24,16.58,431.81,Basalt
2223.5,2.55,20.51,16.13,430.54,Basalt
2224,2.58,18.97,15.86,432.74,Basalt
2224.5,2.58,18.89,15.97,441.74,Basalt
2225,2.55,20.81,16.12,456.65,Basalt
2225.5,2.48,23.91,16.15,469.01,Basalt
2226,2.43,26.73,16.18,467.62,Basalt
2226.5,2.39,28.56,16.38,448.38,Basalt
2227,2.37,29.76,16.57,421.54,Basalt
2227.5,2.36,30.37,16.35,402.04,Basalt
2228,2.37,29.77,15.77,395.61,Basalt
2228.5,2.41,27.62,15.11,399,Basalt
2229,2.46,24.96,14.73,405.91,Basalt
2229.5,2.48,23.91,14.58,412.4,Basalt
2230,2.44,25.9,14.43,414.68,Basalt
2230.5,2.37,29.58,14.01,408.82,Basalt
2231,2.31,32.57,13.16,395.38,Basalt
2231.5,2.29,33.69,12.31,379.17,Basalt
2232,2.3,33.23,12.24,367.44,Basalt
2232.5,2.32,32.38,13.33,362.51,Basalt
2233,2.33,31.71,15.01,363.89,Basalt
2233.5,2.35,30.93,16.17,371.23,Basalt
2234,2.38,29.51,16.35,384.44,Basalt
2234.5,2.42,27.58,15.84,398.18,Basalt
2235,2.45,25.77,15.35,401.73,Basalt
2235.5,2.47,24.51,15.24,388.8,Basalt
2236,2.48,24.14,15.62,364.31,Basalt
2236.5,2.46,25.05,16.23,341.12,Basalt
2237,2.43,26.87,16.53,330.47,Basalt
2237.5,2.39,28.58,16.01,333.91,Basalt
2238,2.38,29.48,14.65,344.12,Basalt
2238.5,2.37,30.01,13.34,352.24,Basalt
2239,2.34,31.05,12.85,356.37,Basalt
2239.5,2.31,32.66,12.91,361.5,Basalt
2240,2.29,34.05,12.82,372.31,Basalt
2240.5,2.28,34.49,12.23,385.97,Basalt
2241,2.29,33.88,11.35,394.31,Basalt
2241.5,2.31,32.96,10.64,389.8,Basalt
2242,2.31,32.87,10.15,372.52,Basalt
2242.5,2.29,33.94,10.36,350.38,Basalt
2243,2.27,35.01,11.2,333.01,Basalt
2243.5,2.28,34.54,12.7,324.98,Basalt
2244,2.31,32.7,14.06,323.78,Basalt
2244.5,2.34,31.17,14.64,324.34,Basalt
2245,2.34,31.44,14.31,324.12,Basalt
2245.5,2.31,32.98,13.63,325.24,Basalt
2246,2.28,34.15,13.35,327.35,Basalt
2246.5,2.29,33.97,13.39,329.18,Basalt
2247,2.31,32.59,13.64,327.53,Basalt
2247.5,2.34,31.15,13.92,324.55,Basalt
2248,2.35,30.91,14.68,323.33,Basalt
2248.5,2.32,32.12,15.54,327.25,Basalt
2249,2.29,33.92,15.94,339.29,Basalt
2249.5,2.26,35.41,15.6,357.27,Basalt
2250,2.24,36.59,15.16,374.5,Basalt
2250.5,2.22,37.51,15.43,381.18,Basalt
2251,2.21,37.79,16.17,374.33,Basalt
